1,1.0
5,1.0
10,2.2
15,1.6
20,4.0
25,4.3
30,4.0
35,8.8
40,7.3
45,8.8
50,9.1
55,10.0
60,10.9
65,9.7
70,9.4
75,14.2
80,12.1
85,12.7
90,15.1
95,16.0
100,19.6
105,19.6
110,20.5
115,22.3
120,21.4
125,25.0
130,28.3
135,28.3
140,29.5
145,29.2
150,32.8
155,31.3
160,30.4
165,28.9
170,33.4
175,34.0
180,35.8
185,36.7
190,39.1
195,40.0
200,37.6
205,41.8
210,40.6
215,39.7
220,40.3
225,40.0
230,45.1
235,41.2
240,42.7
245,40.6
250,40.6
255,44.2
260,39.4
265,39.7
270,37.3
275,40.9
280,44.2
285,45.4
290,45.7
295,48.7
300,48.4
305,50.2
310,49.3
315,48.7
320,48.4
325,45.1
330,48.7
335,46.0
340,46.9
345,49.3
350,50.2
355,50.8
360,49.9
365,50.8
370,51.1
375,54.1
380,56.5
385,54.1
390,49.9
395,52.0
400,54.7
405,59.8
410,57.7
415,53.8
420,56.5
425,59.5
430,59.8
435,59.5
440,62.2
445,61.0
450,59.5
455,64.0
460,64.9
465,65.8
470,56.8
475,60.4
479,64.6
