1,1.0
5,2.8
10,7.7
15,11.9
20,15.0
25,18.1
30,22.4
35,23.6
40,27.0
45,31.5
50,33.4
55,38.0
60,39.3
65,44.4
70,47.5
75,51.1
80,53.3
85,59.5
90,59.1
95,63.3
100,65.7
105,69.2
110,73.0
115,74.0
120,77.0
125,79.7
130,79.4
135,80.3
140,84.4
145,84.8
150,87.4
155,92.4
160,96.1
165,96.2
170,99.9
175,102.5
180,106.4
185,107.5
190,108.1
195,108.7
200,109.4
205,115.1
210,116.1
215,115.2
220,118.7
225,122.5
230,123.2
235,123.1
240,125.1
245,128.3
250,129.2
255,130.8
260,134.5
265,132.9
270,134.2
275,137.8
280,139.7
285,143.1
290,142.3
295,144.9
300,147.8
305,147.7
310,148.5
315,150.6
320,150.9
325,154.8
330,156.0
335,157.3
340,155.9
345,159.3
350,161.7
355,165.8
360,167.0
365,172.2
370,170.9
375,172.9
380,177.0
385,177.1
390,177.6
395,179.3
400,180.4
405,183.7
410,185.7
415,189.1
420,190.7
425,192.7
430,193.4
435,197.1
440,194.2
445,195.1
450,195.3
455,197.4
460,201.6
465,203.5
470,208.3
475,210.3
479,210.6
