1,407.6
5,340.0
10,490.4
15,488.5
20,499.2
25,510.2
30,542.3
35,560.7
40,586.5
45,593.1
50,610.3
55,613.6
60,612.8
65,608.3
70,630.2
75,623.6
80,629.7
85,629.6
90,629.8
95,630.5
100,626.6
105,620.3
110,620.3
115,620.7
120,623.7
125,625.7
130,624.0
135,623.8
140,623.1
145,627.8
150,620.8
155,632.6
160,638.7
165,642.1
170,640.5
175,634.9
180,634.4
185,633.0
190,635.1
195,638.1
200,640.2
205,645.2
210,643.5
215,636.0
220,633.9
225,633.7
230,631.7
235,633.2
240,630.8
245,628.7
250,628.2
255,628.6
260,628.3
265,629.2
270,629.0
275,627.1
280,630.0
285,628.8
290,630.1
295,631.4
300,639.4
305,644.5
310,643.5
315,641.4
320,646.1
325,643.4
330,649.2
335,653.4
340,648.1
345,648.5
350,649.8
355,648.4
360,648.7
365,653.2
370,647.7
375,652.9
380,652.3
385,651.4
390,657.1
395,651.2
400,651.4
405,656.1
410,651.8
415,647.5
420,649.2
425,648.9
430,646.1
435,644.2
440,644.6
445,641.0
450,637.1
455,637.6
460,638.9
465,638.3
470,638.9
475,643.4
480,643.0
485,642.7
490,643.8
495,644.2
500,638.6
505,635.9
510,627.2
515,628.4
520,627.0
525,628.3
530,629.4
535,628.3
540,632.1
545,631.4
550,631.5
555,631.7
560,631.4
565,634.2
570,634.5
575,634.9
580,633.5
585,632.4
590,630.5
595,632.0
600,631.4
605,630.9
610,631.4
615,630.6
620,630.3
625,630.1
630,631.2
635,630.1
640,629.4
645,632.4
650,627.6
655,628.3
660,629.7
665,628.2
670,627.3
675,631.0
680,628.8
685,630.4
690,630.1
695,629.1
700,628.8
705,628.3
710,633.3
715,627.8
720,625.0
725,625.2
730,624.1
735,624.4
740,625.2
745,623.6
750,624.2
755,623.2
760,620.8
765,622.4
770,621.8
775,625.4
780,623.4
785,625.3
790,627.1
795,625.6
800,625.8
805,628.6
810,630.7
815,629.2
820,629.4
825,627.8
830,626.1
835,628.0
840,628.0
845,628.7
850,630.2
855,629.9
860,630.9
864,633.7
